epoch,train_loss,val_roc_auc,val_pr_auc,epoch_time_sec,avg_time_per_bag,val_score
1,0.7431615122043304,0.856888824729821,0.2771669823660589,92.90736150741576,0.1354334715851541,1.13405580709588
2,0.6311668160623007,0.8684927394536709,0.3042335599219226,88.77022194862366,0.1294026559017837,1.1727262993755936
3,0.6058953166878136,0.8745824283623908,0.3447773621818292,87.61516046524048,0.127718892806473,1.21935979054422
4,0.5997403681713299,0.876412000734913,0.3483722724260756,87.51796436309814,0.1275772075263821,1.2247842731609886
5,0.5894256159771968,0.8755152592864783,0.3653576109821862,89.01177287101746,0.129754770949005,1.2408728702686647
6,0.5861735663274779,0.877060462995164,0.3569364493074402,92.23922276496889,0.1344595084037447,1.2339969123026042
7,0.5772675016500654,0.8774739335559945,0.3594485350333442,93.64608645439148,0.1365103301084423,1.2369224685893387
8,0.5762176852591716,0.8718434012034201,0.3507347446805098,90.39143705368042,0.1317659432269393,1.2225781458839298
9,0.5703372196559489,0.8776742301458672,0.3430485232125664,89.26626491546631,0.130125750605636,1.2207227533584337
10,0.5685496979821337,0.8820604137822425,0.3670045837542776,89.89271759986877,0.1310389469385842,1.2490649975365202
11,0.5672284396895527,0.8769598225710142,0.3445302967456251,92.14804673194884,0.1343265987346193,1.2214901193166394
12,0.5623447773665408,0.8857405560403939,0.3636532878766152,90.2465546131134,0.1315547443339845,1.2493938439170091
13,0.5600755935167744,0.8806816317692374,0.3490750574399941,88.17646670341492,0.1285371234743657,1.2297566892092315
14,0.5639784309115723,0.8856244135460207,0.3583235504423615,88.94840812683105,0.1296624025172464,1.2439479639883824
15,0.5565270377336627,0.8840276182914585,0.3694815590779039,93.18398070335388,0.1358367065646558,1.2535091773693625
16,0.5535130911499915,0.8848655502988864,0.388713321510238,90.47538375854492,0.1318883145168293,1.2735788718091243
17,0.551413927417602,0.8848709637202343,0.3763421878912872,87.54398488998413,0.127615138323592,1.2612131516115215
18,0.5464117840693815,0.8832295487503199,0.3605695910251657,89.45239901542664,0.1303970831128668,1.2437991397754855
19,0.5468532693212049,0.8918293427122225,0.382855565272937,91.05359935760498,0.132731194398841,1.2746849079851594
20,0.5482082195960692,0.880855517424655,0.375885647230362,90.91737842559814,0.1325326216116591,1.256741164655017
21,0.5427336028457558,0.884721684525489,0.3737052831448587,89.08452796936035,0.1298608279436739,1.2584269676703477
22,0.5414828977445616,0.8831540889375915,0.3667518131994851,89.83060050010681,0.1309483972304764,1.2499059021370766
23,0.5375701189911278,0.8797839060623759,0.3813063454252088,92.07112741470335,0.1342144714500049,1.2610902514875848
24,0.5374602886447071,0.8886034357180821,0.3859580712687505,89.80799555778503,0.1309154454195117,1.2745615069868326
25,0.5344361578025957,0.8889808168032599,0.383073023683056,88.48844075202942,0.1289918961399845,1.272053840486316
26,0.536215787212344,0.8947470127756743,0.3863713372388415,89.12671256065369,0.1299223215169878,1.2811183500145158
27,0.5291887576127574,0.8913400022309856,0.3879623585187554,92.2518002986908,0.1344778430010069,1.2793023607497411
28,0.5280493527433298,0.8950933076988694,0.3883116684461039,91.59904766082764,0.1335263085434805,1.2834049761449733
29,0.527886277350196,0.8934335199049862,0.3818228561570924,90.882173538208,0.1324813025338309,1.2752563760620785
30,0.5265323674156718,0.9003611408211339,0.4039007948036117,89.31982040405273,0.1302038198309806,1.3042619356247456
31,0.5251814634695541,0.8966640201051189,0.3927551149682534,92.00179147720335,0.1341133986548154,1.2894191350733724
32,0.5253439552157465,0.9005296950767393,0.4048241294109303,92.13926911354064,0.1343138033725082,1.3053538244876697
33,0.5235828730746778,0.8987057001686362,0.3891921072052234,90.94616913795473,0.1325745905801089,1.2878978073738596
34,0.525796978317038,0.8937655430809912,0.3806741832304428,95.04586672782898,0.1385508261338615,1.274439726311434
35,0.5197302333194844,0.8964894782774164,0.3800005622290275,93.51886248588562,0.1363248724284047,1.2764900405064439
36,0.5186069909673537,0.8969579852886174,0.3780172066750882,92.37597584724426,0.1346588569201811,1.2749751919637056
37,0.520460302203241,0.8974286248597431,0.3960682029572751,92.03132319450378,0.1341564478053991,1.2934968278170182
38,0.5198935199392973,0.8914160361944632,0.3719033674048304,95.15510272979736,0.1387100622883343,1.2633194035992936
39,0.5157841703752531,0.8911049285100296,0.3879884477538579,97.27229475975037,0.1417963480462833,1.2790933762638876
40,0.5152245264418804,0.8950480318112323,0.3900475692517487,98.52176904678343,0.1436177391352528,1.285095601062981
41,0.5124429836760472,0.8946523599236215,0.3895542320715342,92.5207314491272,0.134869870917095,1.2842065919951557
42,0.5136575655345499,0.8978510357679512,0.3823373823260678,92.51219248771667,0.134857423451482,1.280188418094019
43,0.5142842003463829,0.8993208616854442,0.396897049406507,94.89719295501708,0.1383341005175176,1.2962179110919512
44,0.5086932002192867,0.8980366505029561,0.3751549555262278,92.4835934638977,0.1348157339123873,1.273191606029184
45,0.5096180813155905,0.8918029317777676,0.3879011800176519,92.0250964164734,0.1341473708694947,1.2797041117954195
46,0.5097415594723973,0.8927940800136484,0.3896824139151947,92.86994862556458,0.1353789338565081,1.282476493928843
47,0.5090635130005161,0.8954930806632591,0.3859504482242281,93.34060335159302,0.1360650194629636,1.281443528887487
48,0.5060093989772518,0.8953439655115848,0.3700909929263757,92.28545141220091,0.1345268971023337,1.2654349584379605
49,0.5084708397405862,0.8999352850084319,0.393445912562716,91.2749388217926,0.1330538466789979,1.293381197571148
50,0.5047189546762592,0.9010065682845688,0.4039017733956332,93.07163643836977,0.1356729394145331,1.304908341680202
