epoch,train_loss,val_roc_auc,val_pr_auc,epoch_time_sec,avg_time_per_bag,val_score
51,0.5152936535160036,0.8956461328486407,0.4057149426039933,82.67534923553467,0.1205180018010709,1.301361075452634
52,0.5191735965927152,0.8923815116897094,0.4104623689141715,81.58877873420715,0.1189340797874739,1.302843880603881
53,0.5164453958072801,0.8976002139121648,0.4131242028058252,85.414621591568,0.12451111019179,1.31072441671799
54,0.5132890261437771,0.9013723843332304,0.4067896973994441,82.06961512565613,0.1196350074718019,1.3081620817326745
55,0.5105878337021291,0.890467949264759,0.4049187903356105,82.71092247962952,0.1205698578420255,1.2953867396003695
56,0.510578907362736,0.8905040387404118,0.3950599997655233,82.42302918434143,0.1201501883153665,1.2855640385059353
57,0.5135611503228654,0.889463349497044,0.4122902372830096,85.76852560043335,0.1250270052484451,1.3017535867800536
58,0.5075681555445177,0.885580614046024,0.3873849441785656,82.21834874153137,0.119851820322932,1.2729655582245896
59,0.5122425741087782,0.881402437023865,0.3567433742852083,82.22901797294617,0.1198673731384055,1.2381458113090733
60,0.5077410058818594,0.8972707334037625,0.4300120489227383,82.51149654388428,0.1202791494808808,1.3272827823265008
61,0.5074547693242122,0.8994417614288807,0.4095363194103724,85.45714020729065,0.1245730906811817,1.308978080839253
62,0.5067915707174009,0.8983238899205376,0.4114818359148898,83.5264642238617,0.12175869420388,1.3098057258354274
63,0.5087692615759634,0.890910209384576,0.4047782534718157,82.1529598236084,0.1197565012005953,1.2956884628563916
64,0.5072759517352946,0.8946146300172574,0.3910631175602833,82.79323434829712,0.1206898459887713,1.2856777475775407
65,0.5055367763460118,0.9010781730851254,0.4214918597585164,83.48149013519287,0.1216931343078613,1.3225700328436418
66,0.5060178840247384,0.897277951298893,0.4256825595815464,84.70348143577576,0.1234744627343669,1.3229605108804394
67,0.5046024968154239,0.8974776737380166,0.4154915083329156,82.37433385848999,0.1200792038753498,1.3129691820709322
68,0.506164612778782,0.8971295743410389,0.4085434450229001,83.19259786605835,0.1212720085511054,1.305673019363939
69,0.5018058753796738,0.8955178511670026,0.4034096920094825,82.32728314399719,0.1200106168279842,1.298927543176485
70,0.5059389178770302,0.8993075741966812,0.4241386467658513,85.69609522819519,0.1249214216154448,1.3234462209625324
71,0.5047105392400366,0.8962740077034625,0.4196756841743175,86.95369338989258,0.1267546550873069,1.31594969187778
72,0.500229709470359,0.8950683731520548,0.4084767504423526,89.75292611122131,0.1308351692583401,1.3035451235944073
73,0.500101552914529,0.8983009238905767,0.420443749247663,89.2673397064209,0.1301273173562986,1.3187446731382397
74,0.5009412446161257,0.8975406662773379,0.4149323333102351,89.00881218910217,0.1297504550861547,1.312472999587573
75,0.5003723837163326,0.9003002808417379,0.4321493577507878,86.0575544834137,0.1254483301507488,1.3324496385925255
76,0.4969796690627606,0.9029649144679428,0.4215396406474233,84.95011067390442,0.1238339805742047,1.324504555115366
77,0.5013394177395062,0.9015017322948312,0.4230463196531767,85.33839464187622,0.1243999921893239,1.324548051948008
78,0.4968729700920355,0.8950811685116045,0.3956786439195119,92.32199454307556,0.1345801669724133,1.2907598124311164
79,0.4962257340006584,0.8912271405980354,0.3933489023564471,106.38899064064026,0.1550859921875222,1.2845760429544826
80,0.4936292918494148,0.9010415094587236,0.410460298802195,106.33331847190856,0.1550048374226072,1.3115018082609187
81,0.4935396509884047,0.9020751448500318,0.4139051062297206,92.23744058609007,0.13445691047535,1.3159802510797525
82,0.4987275506893213,0.8977270192061627,0.4211877168962318,98.5719382762909,0.143690872122873,1.3189147361023945
83,0.4927411894728667,0.8992616421367594,0.4171789586006873,93.2271020412445,0.1358995656577908,1.3164406007374467
84,0.4909063119522847,0.8936453815313748,0.4204481546468707,93.43131113052368,0.1361972465459529,1.3140935361782455
85,0.4908916218002347,0.8990251740496984,0.4167371868376163,93.31086111068726,0.1360216634266578,1.3157623608873146
86,0.4912448169541185,0.9016515856403258,0.410818686081089,119.376944065094,0.1740188688995539,1.3124702717214147
87,0.4929500994456075,0.8996185178380436,0.4164491627934186,195.62042379379272,0.2851609676294354,1.3160676806314622
88,0.4919395102636657,0.9044091496663366,0.422018903451921,190.0461721420288,0.2770352363586426,1.3264280531182575
89,0.4908851596560791,0.9010566834428048,0.4185106674476733,101.37037467956544,0.147770225480416,1.3195673508904782
90,0.4877651402550022,0.9019488316852472,0.423101807673555,139.3733515739441,0.2031681509824258,1.3250506393588022
91,0.4920737173435461,0.8973449628934573,0.4048219814907948,187.41972303390503,0.2732065933438848,1.302166944384252
92,0.4886807339034811,0.898387374589072,0.4006470462142573,109.7500524520874,0.1599854992012936,1.2990344208033293
93,0.4883756517928882,0.9033417214023716,0.4094039786488855,116.64935111999512,0.1700427858892057,1.312745700051257
94,0.4883272928913144,0.8944331983805669,0.3961916358902193,104.28912019729614,0.1520249565558253,1.2906248342707862
95,0.4885547880708736,0.907053031844041,0.4300315214591902,115.77116656303406,0.1687626334738105,1.3370845533032312
96,0.4924581588184746,0.897451590889704,0.421580305383024,186.4872179031372,0.2718472564185674,1.319031896272728
97,0.4878276849315114,0.8879508723810523,0.3722042090075275,121.88384580612184,0.1776732446153379,1.2601550813885798
98,0.488978243439737,0.9006743810654926,0.4265309964599717,127.06742358207704,0.1852294804403455,1.3272053775254644
99,0.4825804415845522,0.8949576440790293,0.4169998341729095,101.74463033676147,0.1483157876629176,1.3119574782519388
100,0.4874991807189301,0.8878463769447306,0.3884354085588684,107.86524724960329,0.1572379697516082,1.276281785503599
101,0.4843137775459429,0.8974530672773443,0.4111566274458572,104.34333634376526,0.1521039888393079,1.3086096947232015
102,0.4845305392776962,0.8925698331353881,0.3887372141677422,115.40284991264345,0.1682257287356318,1.2813070473031303
103,0.4804324806606682,0.8973921252764125,0.4265296567372641,101.23640441894533,0.1475749335553138,1.3239217820136766
104,0.4810869978292145,0.8964443664328506,0.4012709542658509,100.99091482162476,0.147217076999453,1.2977153206987015
105,0.4823481463167789,0.8954207376688824,0.417253610362482,107.59816217422484,0.1568486329070333,1.3126743480313645
106,0.4837411185685735,0.9002135840786358,0.4226591166645088,100.10268139839172,0.14592227609095,1.3228727007431447
107,0.4831068372639426,0.902180132415567,0.4293164658582736,104.57478880882265,0.1524413831032399,1.3314965982738407
108,0.4816172285236581,0.8972386629833529,0.4232828078477708,105.79255700111388,0.1542165553952097,1.3205214708311237
109,0.4766234748554926,0.8896480619951573,0.3798788451845282,104.02870559692384,0.151645343435749,1.2695269071796855
110,0.483153834395165,0.8984466761592924,0.4073981982815023,108.08720111846924,0.157561517665407,1.3058448744407947
111,0.4814554562533858,0.9003754945898595,0.4180229877418744,111.68172955513,0.1628013550366326,1.3183984823317338
112,0.4783650731518321,0.9003630273164521,0.4282852156948142,97.76836252212524,0.1425194788952263,1.3286482430112663
113,0.4817648780606959,0.8973880241996337,0.4189900150722414,98.1458523273468,0.1430697555792227,1.3163780392718751
114,0.4766990509781524,0.8944879887663305,0.3929128705198253,103.94475722312929,0.1515229697130164,1.2874008592861559
115,0.4783924724933875,0.9056008405566968,0.4299414186651377,98.13112306594849,0.1430482843526946,1.3355422592218344
