epoch,train_loss,val_roc_auc,val_pr_auc,epoch_time_sec,avg_time_per_bag
1,0.7532763549011119,0.8510746461590954,0.30434048129646446,91.68274641036987,0.13364831838246338
2,0.6405984102809517,0.8662770096916647,0.34132303100640643,90.85531306266785,0.13244214732167325
3,0.6191303432422833,0.8617009462004344,0.35212595264221863,89.69739532470703,0.13075422058995195
4,0.6124618690814415,0.8684216267823279,0.3464297313207829,90.45642018318176,0.13186067082096467
5,0.6065000043733276,0.8681125696362839,0.3827711123319808,88.77309036254883,0.12940683726319072
6,0.6050667292010175,0.8695304759217579,0.3706823801135762,92.90391755104065,0.13542845124058403
7,0.5973247686006727,0.8718006679833858,0.3633475399017272,93.05036568641663,0.1356419324874878
8,0.5958618616535716,0.8712988602287416,0.36371720168900773,91.1975736618042,0.1329410694778487
9,0.588187556936793,0.8617613960721526,0.35003601292884634,90.84797286987305,0.13243144733217646
10,0.5865309341980594,0.86965498461276,0.38508439506503883,91.38556337356567,0.13321510695855054
11,0.5842115153796481,0.8736317167435482,0.380798173227251,94.08489871025085,0.1371499981198992
12,0.5780599657201418,0.8778631257422949,0.3706982760825198,89.82049942016602,0.1309336726241487
13,0.5733914170822088,0.8755424904362888,0.35257987780864913,88.6677930355072,0.12925334261735744
14,0.5784603836762644,0.8828842380855517,0.3983535352467746,90.4464750289917,0.1318461735116497
15,0.569136580281014,0.8749524275093669,0.39178768805206615,92.82156658172607,0.1353084060958106
16,0.5663486854003293,0.8809232672130395,0.39987230590653383,87.8198070526123,0.1280172114469567
17,0.5657825421677889,0.8892423834802067,0.40055671860730474,87.78910851478577,0.12797246139181598
18,0.5562178081839624,0.8814644453047593,0.3804028406922794,89.40778613090515,0.13033204975350604
19,0.5563900645196873,0.8875909618829521,0.3852148237965466,91.31712031364441,0.13311533573417553
20,0.5574089544097872,0.8849264102782827,0.3928900264780644,89.45158004760742,0.13039588928222656
21,0.5522324343232343,0.8954591237475311,0.401948987393461,89.06395602226257,0.1298308396825985
22,0.551059815874935,0.8862975642884795,0.38031107269792847,90.70684576034546,0.13222572268271932
23,0.5466022962201251,0.8730009711349811,0.3750975325789578,92.65819072723389,0.1350702488735188
24,0.5454113384232904,0.8875944067874459,0.39391772896996574,88.18176054954529,0.1285448404512322
25,0.5450004138650685,0.8841724683232829,0.4062945064873502,88.11472845077515,0.12844712602153813
26,0.5455139591311016,0.8858207731021857,0.39546600338048016,89.59168934822083,0.13060013024521985
27,0.5387714523033504,0.8892263072592339,0.3933406975333246,91.4090588092804,0.13324935686484024
28,0.5369807568344757,0.8895635798135159,0.40877887560853265,90.2688615322113,0.13158726170876284
29,0.5358235409224991,0.883216425304628,0.3887494056752787,87.61816930770874,0.127723278874211
30,0.5337768417640324,0.8982650804795306,0.4194333654328465,88.62560534477234,0.1291918445259072
31,0.535047800262479,0.8967343945826416,0.39654396922798235,90.91214680671692,0.1325249953450684
32,0.5309267065820903,0.894059672307561,0.40181465933189975,88.80855441093445,0.1294585341267266
33,0.5331780769529134,0.9003799237527805,0.4059237544973257,91.55461621284485,0.13346153966887003
34,0.5333170574076854,0.8945182547129574,0.4097463751928429,92.57857966423035,0.13495419776126874
35,0.5271733588980932,0.8942392994704691,0.380640553522051,90.84174799919128,0.13242237317666367
36,0.5265455264679707,0.890131660968904,0.38073851104127693,89.17979407310486,0.12999969981502166
37,0.5282959972419878,0.8975614997473738,0.4074731506667235,89.68364763259888,0.13073418022244734
38,0.5249920516553587,0.8916003385848987,0.38494302515719536,94.04023313522339,0.13708488795222068
39,0.5213141791576886,0.8799917486335211,0.3849256189862372,94.10479259490967,0.13717899795176336
40,0.5226240454363997,0.9004028897827412,0.407759809394019,96.90059161186218,0.14125450672283116
41,0.5221272272785215,0.8994847407135218,0.39573491462506366,90.81405115127563,0.13238199876279247
42,0.5203367498669311,0.9008831258735294,0.4023604666704716,91.59905099868774,0.13352631340916582
43,0.518116703477219,0.8952063333748909,0.40133583540492357,92.93296003341675,0.13547078722072411
44,0.516173504608391,0.8878311209391136,0.3964673454571838,91.751779794693,0.13374895013803642
45,0.5184397076168199,0.8967852479346977,0.4007259392355038,91.86441540718079,0.1339131419929749
46,0.515991848576678,0.8926174056260212,0.3933829171369053,92.27437901496887,0.1345107565815873
47,0.5156905949115753,0.9026245250953091,0.3833785363913495,92.94712281227112,0.13549143267094915
48,0.5140566955952749,0.8962542405133891,0.4070552123579129,91.42876076698303,0.13327807691980034
49,0.5151558225172279,0.9037049947834304,0.41143030586162077,91.02259612083435,0.13268600017614338
50,0.5136547873490048,0.9010426577602215,0.4121200378261771,92.50315737724304,0.13484425273650588
