epoch,train_loss,val_roc_auc,val_pr_auc,epoch_time_sec,avg_time_per_bag
1,0.2333001282363739,0.8881911954802854,0.37903453071578513,336.4726095199585,0.04904848535276363
2,0.21465505288300388,0.8899821357095519,0.36764334259591686,364.28417110443115,0.05310264884904244
3,0.20959563772266732,0.8883242344109871,0.3915016118593769,363.0527083873749,0.05292313533343657
4,0.20749498565058994,0.8836823896482259,0.3658785152970579,366.40442728996277,0.05341172409474676
5,0.20449484618227776,0.883989560298952,0.38970364536213326,381.93726992607117,0.05567598686968967
6,0.20253154687053357,0.8870957158511538,0.3947807884052674,395.9444308280945,0.05771784705948899
7,0.19857816258506483,0.8904065971561494,0.38495254432093756,350.9385635852814,0.05115722501243169
8,0.19844011522808894,0.8920717983713803,0.38923665921766193,366.19044947624207,0.05338053199362129
9,0.1940816638488575,0.8935898529517912,0.3915721350163402,360.0326569080353,0.05248289459300806
10,0.19287680006049815,0.892831317790799,0.39765267676507254,359.3094413280487,0.05237746958134821
11,0.19092448469632126,0.8996661723502124,0.40213689211193876,365.32610154151917,0.05325453375240804
12,0.18959238609718085,0.888733931981181,0.3846649066136547,349.61200165748596,0.05096384863811749
13,0.18845258107045532,0.8934325356465593,0.4158296296667381,367.5941126346588,0.05358514761438175
14,0.18605519378160507,0.8905271688134437,0.4036371279841061,390.23264336586,0.05688522498044606
15,0.18459654330282876,0.8898165342292272,0.40446751919025403,334.9000723361969,0.04881925252714241
16,0.183269452236029,0.9004365186123269,0.40645730857414103,168.44129300117493,0.024554124344194597
17,0.1824985213937839,0.9042211563067999,0.41516417487927615,165.0234501361847,0.02405589652130972
18,0.1813933592285477,0.8850578907998085,0.3984889267419698,163.79021167755127,0.02387612415124654
19,0.17982111343054039,0.8971390068176299,0.4183859347929548,293.7625877857208,0.04282253466264152
20,0.17856378345459023,0.88785769591664,0.40925697142881773,370.75629448890686,0.05404610706835377
21,0.1784817141884421,0.9032516617563108,0.4253287920895769,405.3776180744171,0.059092947241168675
22,0.17759385293088653,0.8946232422784928,0.42075167950892545,400.860422372818,0.05843446390274315
23,0.17606341059833336,0.8948352679479523,0.4321626403669545,396.47800874710083,0.05779562809724502
24,0.1746978730092023,0.8987619669420402,0.41784496634465407,390.5083603858948,0.05692541696587387
25,0.17194557818173406,0.9005269063445298,0.41442582318874255,401.7068176269531,0.05855784513512436
26,0.1720218479457902,0.8970436157717571,0.4211018920682309,359.4629604816437,0.052399848466711904
27,0.16998328593262066,0.9036476617300637,0.420566226151318,334.1789028644562,0.0487141257819907
28,0.17073941064387765,0.8990751251648633,0.4216859561418218,344.20846343040466,0.050176160849913214
29,0.16852840347771422,0.8892430396524912,0.4069965860457071,343.53797006607056,0.05007842129243011
30,0.1679725807178062,0.8961522057231346,0.40882979592557445,341.356728553772,0.04976045605740116
31,0.16726305029845295,0.8985621624813811,0.40545908717142753,341.8833920955658,0.04983722916844983
32,0.16621886809899772,0.9012874920439111,0.440481691264456,341.72443771362305,0.0498140579757468
33,0.16479223968377243,0.9031706244791633,0.4129563405298151,341.8794620037079,0.04983665626876208
34,0.16345520262155785,0.9079085164600819,0.42882560754152427,341.918555021286,0.049842354959371137
35,0.16190394100341102,0.9047314943011437,0.4230708947839425,366.32981729507446,0.053400848002197444
36,0.16124135437352932,0.8998793463211702,0.4190231025308561,364.26374888420105,0.0530996718490089
37,0.1599134522609555,0.9029978871252436,0.417170659460103,367.87094950675964,0.05362550284355097
38,0.15846233878283064,0.9108413605076149,0.4508117203315853,364.6669578552246,0.05315844866694236
39,0.15785558387351456,0.9075535272541159,0.437079202932793,368.43568778038025,0.053707826207052514
40,0.15712705591916473,0.9078368296379896,0.43509463153653816,363.8835344314575,0.053044247001670194
41,0.15601128156870311,0.9002882236760085,0.42853805230537856,364.30306911468506,0.05310540366103281
42,0.1561593543989322,0.9099382213794054,0.43750499431485884,363.62973165512085,0.05300724951240829
43,0.1552843678745906,0.9069441072447982,0.40850406008410395,352.042667388916,0.05131817308876327
44,0.15435077258005564,0.9091381833214128,0.43113968361628185,356.86728167533875,0.05202146963197358
45,0.153645790683901,0.9022132691159392,0.43081531427426845,351.10121726989746,0.05118093546208418
46,0.15248565895391653,0.9038140014042086,0.42626854515843055,341.1693754196167,0.04973314510490039
47,0.15159487896121604,0.910840950399937,0.41434659392999335,349.22219824790955,0.05090702598366029
48,0.15197365502264057,0.9140381498566261,0.45775412878474203,363.06296396255493,0.05292463031524124
49,0.15048467609189184,0.9088622628757406,0.4258603664934237,367.3459122180939,0.05354896679564051
50,0.15088922803930124,0.912380904730346,0.4359221629182656,362.51796984672546,0.05284518510885211
51,0.1500870413110931,0.9126264772078558,0.4177133726501912,342.44004130363464,0.04991837336787677
52,0.15004330941203414,0.9030451315297343,0.409404246843224,323.40148997306824,0.04714307434009741
53,0.14845465503894809,0.9129664564728114,0.4397159638512828,342.05936002731323,0.04986288047045383
54,0.14675666381665936,0.9154986253190637,0.4337490862024187,342.88630175590515,0.04998342591193953
55,0.14709623244769338,0.9119990944822473,0.4318270022661656,341.7749590873718,0.049821422607488605
56,0.14769458396729332,0.9147294273584471,0.4481548581312752,342.83721137046814,0.04997626987907699
57,0.14760868134904984,0.9223495560994494,0.43987540254851154,341.6202371120453,0.04979886838368007
58,0.1475851521767537,0.9148098904848456,0.44698974227053834,196.00236248970032,0.028571772957682262
59,0.14584555756097017,0.9106011194299176,0.43707483613007336,179.40822863578796,0.026152803008132355
60,0.14545843424906899,0.900962604741501,0.3980177241326489,176.88863372802734,0.025785515120703695
61,0.14509802090607227,0.9159205440980583,0.43552578127872404,179.93955445289612,0.026230255751151038
62,0.1443643950220273,0.913673810195605,0.4098374311557435,184.6937665939331,0.02692328959095235
63,0.1439197622760989,0.9062467601493448,0.4245254800502409,343.03949451446533,0.05000575721785209
64,0.14423748812681536,0.9104114856396696,0.4250894856611171,300.8493700027466,0.043855593294861016
65,0.1430009869587875,0.9150133859146057,0.4241941524407569,277.0374825000763,0.04038447266764961
66,0.14178475155125103,0.9086644269319353,0.4099611381451929,405.8960020542145,0.0591685134189817
67,0.142150024353767,0.9077817931876192,0.4326620129718591,406.2129807472229,0.059214720225542694
68,0.14215788434289872,0.9109032867669736,0.4371118219003704,405.07592511177063,0.05904896867518522
